id,budget,loss,planner,model_based
"(0, 0, 0)",0.3333333333333333,33408.68001322359,BiEST,0
"(0, 0, 1)",0.3333333333333333,100016.60553934592,STRIDE,0
"(0, 0, 2)",0.3333333333333333,100095.9837648559,LazyPRM,0
"(0, 0, 3)",0.3333333333333333,100064.4735198415,PRM,0
"(0, 0, 4)",0.3333333333333333,66706.73720430917,EST,0
"(0, 0, 5)",0.3333333333333333,100029.69673728442,RRT,0
"(0, 0, 6)",0.3333333333333333,100024.30630612308,KPIECE,0
"(0, 0, 7)",0.3333333333333333,33405.80296702941,LBKPIECE,0
"(0, 0, 8)",0.3333333333333333,100041.11485403881,ProjEST,0
"(0, 0, 9)",0.3333333333333333,100023.99658866914,STRIDE,0
"(0, 0, 10)",0.3333333333333333,100095.9837648559,BKPIECE,0
"(0, 0, 11)",0.3333333333333333,100026.72467994205,RRT,0
"(0, 0, 12)",0.3333333333333333,100012.13809890115,KPIECE,0
"(0, 0, 13)",0.3333333333333333,66703.7923187072,KPIECE,0
"(0, 0, 14)",0.3333333333333333,66738.08099173741,LazyPRM,0
"(0, 0, 15)",0.3333333333333333,66776.98614497582,SBL,0
"(0, 0, 16)",0.3333333333333333,100095.9837648559,LazyPRM,0
"(0, 0, 17)",0.3333333333333333,100095.9837648559,SBL,0
"(0, 0, 18)",0.3333333333333333,100024.99737797794,PDST,0
"(0, 0, 19)",0.3333333333333333,100053.9657234701,LazyPRM,0
"(0, 0, 20)",0.3333333333333333,100013.95567825173,KPIECE,0
"(0, 0, 21)",0.3333333333333333,66700.85230104155,ProjEST,1
"(0, 0, 22)",0.3333333333333333,100023.81120250751,RRT,1
"(0, 0, 23)",0.3333333333333333,100014.09733928471,STRIDE,1
"(0, 0, 24)",0.3333333333333333,100063.39272887389,EST,0
"(0, 0, 25)",0.3333333333333333,100027.09464922118,PDST,0
"(0, 0, 26)",0.3333333333333333,66687.21967093615,PDST,1
"(0, 0, 27)",0.3333333333333333,100030.63640563101,ProjEST,0
"(0, 0, 28)",0.3333333333333333,100025.00980818919,STRIDE,1
"(0, 0, 29)",0.3333333333333333,100033.98595199276,ProjEST,1
"(0, 0, 30)",0.3333333333333333,100022.61638637287,RRT,1
"(0, 0, 31)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 32)",0.3333333333333333,100095.9837648559,SBL,0
"(0, 0, 33)",0.3333333333333333,100026.19636116299,STRIDE,1
"(0, 0, 34)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 35)",0.3333333333333333,66788.59686847421,LBKPIECE,0
"(0, 0, 36)",0.3333333333333333,66769.8714470639,BKPIECE,1
"(0, 0, 37)",0.3333333333333333,66775.1240698356,BKPIECE,1
"(0, 0, 38)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 39)",0.3333333333333333,100032.18599145982,EST,1
"(0, 0, 40)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 41)",0.3333333333333333,100013.00535684226,KPIECE,1
"(0, 0, 42)",0.3333333333333333,100031.81812118234,EST,1
"(0, 0, 43)",0.3333333333333333,100020.6676091802,RRT,1
"(0, 0, 44)",0.3333333333333333,33379.87085960765,RRTConnect,0
"(0, 0, 45)",0.3333333333333333,100023.54690576647,PDST,1
"(0, 0, 46)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 47)",0.3333333333333333,100032.47709520879,RRT,0
"(0, 0, 48)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 49)",0.3333333333333333,100025.9011560878,RRT,1
"(0, 0, 50)",0.3333333333333333,100024.65735463641,STRIDE,1
"(0, 0, 51)",0.3333333333333333,100043.02668918543,EST,0
"(0, 0, 52)",0.3333333333333333,100025.99760245747,RRT,1
"(0, 0, 53)",0.3333333333333333,100095.9837648559,BKPIECE,0
"(0, 0, 54)",0.3333333333333333,100095.9837648559,LazyPRM,0
"(0, 0, 55)",0.3333333333333333,100026.42404884247,KPIECE,0
"(0, 0, 56)",0.3333333333333333,66708.39813316191,EST,1
"(0, 0, 57)",0.3333333333333333,66690.13573976216,RRT,1
"(0, 0, 58)",0.3333333333333333,100011.40117374585,STRIDE,1
"(0, 0, 59)",0.3333333333333333,100020.8117125532,STRIDE,1
"(0, 0, 60)",0.3333333333333333,100095.9837648559,PRM,0
"(0, 0, 61)",0.3333333333333333,100025.86016685913,RRT,0
"(0, 0, 62)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 63)",0.3333333333333333,100038.48656866777,KPIECE,0
"(0, 0, 64)",0.3333333333333333,100031.31530702628,RRT,1
"(0, 0, 65)",0.3333333333333333,100061.51772494853,ProjEST,1
"(0, 0, 66)",0.3333333333333333,100095.9837648559,LBKPIECE,0
"(0, 0, 67)",0.3333333333333333,100025.90913237633,KPIECE,0
"(0, 0, 68)",0.3333333333333333,66730.01441807236,STRIDE,1
"(0, 0, 69)",0.3333333333333333,100027.94581435404,PDST,1
"(0, 0, 70)",0.3333333333333333,100025.51086490571,PDST,0
"(0, 0, 71)",0.3333333333333333,66742.34721533913,BKPIECE,1
"(0, 0, 72)",0.3333333333333333,66703.72097607738,PDST,1
"(0, 0, 73)",0.3333333333333333,100033.04904577522,RRT,1
"(0, 0, 74)",0.3333333333333333,100095.9837648559,BKPIECE,1
"(0, 0, 75)",0.3333333333333333,100032.83756517891,RRT,1
"(0, 0, 76)",0.3333333333333333,100023.10811350773,RRT,1
"(0, 0, 77)",0.3333333333333333,100033.53904029237,PDST,1
"(0, 0, 78)",0.3333333333333333,100025.0808475025,STRIDE,1
"(0, 0, 79)",0.3333333333333333,66703.72381298106,RRT,1
"(0, 0, 80)",0.3333333333333333,100065.2319970181,STRIDE,1
"(0, 0, 81)",0.3333333333333333,100095.9837648559,PRM,1
"(0, 0, 82)",0.3333333333333333,100031.83673594339,EST,1
"(0, 0, 83)",0.3333333333333333,100095.9837648559,BKPIECE,0
"(0, 0, 84)",0.3333333333333333,100021.9702434014,PDST,0
"(0, 0, 85)",0.3333333333333333,100009.4532453521,KPIECE,1
"(0, 0, 86)",0.3333333333333333,100095.9837648559,LazyPRM,1
